industry,business_age_years,num_employees,business_type,gst_registered,region,annual_revenue_lakh,gross_margin_pct,operating_cash_flow_lakh,revenue_growth_yoy_pct,revenue_volatility_6m_pct,debt_to_equity_ratio,current_ratio,accounts_receivable_days,months_on_platform,total_invoices_lifetime,avg_invoice_value_lakh,invoice_frequency_monthly,pct_invoices_paid_on_time,avg_payment_delay_days,max_payment_delay_days,dispute_rate_pct,order_value_trend,has_existing_loans,num_active_loans,existing_loan_lakh,prev_bnpl_defaults,credit_bureau_score,months_oldest_credit,num_credit_enquiries_6m,relationship_tenure_months,num_unique_billers,repeat_order_rate_pct,platform_gmv_lakh,last_order_days_ago,support_tickets_open,sector_bnpl_penetration_pct,macro_gdp_growth_pct,default_probability,bnpl_approved,credit_limit_lakh,credit_source
Construction,4,4,LLP,1,Metro,146.37,11.16,6.3,44.94,18.41,1.632,0.978,66.1,7,46,6.434,3.88,98,0.6,4.2,1.81,stable,0,0,0,1,369,72,2,7,4,59.9,295.96,23,0,10,7.81,0.8702,0,0,none
Retail (B2B),5.8,6,Pvt Ltd,1,Tier-3,106.82,2,2.06,-1.38,21.68,4.058,1.453,12.7,16,17,1.199,3.53,77.6,8.2,13.2,0.87,declining,0,0,0,0,806,61,0,16,4,84.8,20.38,4,0,28,6.17,0.3533,1,10.39,biller
Healthcare Supplies,3.2,59,Pvt Ltd,1,Tier-1,67.12,12.51,6.1,-40.38,14.11,1.525,4.16,29.1,14,34,19.263,2.57,63.8,0.1,1,0.42,stable,1,1,5.93,3,481,71,2,14,2,40.6,654.94,1,1,20,6.28,0.8949,0,0,none
IT Services,5.5,3,Partnership,1,Metro,194.85,29.63,54.33,22.86,31.5,0.287,2.287,45.5,3,13,0.973,0.87,84.8,8.2,16.9,2.74,growing,0,0,0,0,735,65,2,3,5,57.7,12.65,0,1,35,6.74,0.1279,1,13.76,platform
IT Services,2.9,20,Pvt Ltd,1,Tier-1,46.22,22.11,5.66,16.54,27.36,0.599,2.433,28.3,8,110,11.853,1.13,82,7.7,14.5,0.05,declining,1,3,10.89,0,646,0,1,8,5,90.8,1303.83,97,0,35,7.85,0.1822,1,66.28,biller
Healthcare Supplies,2.6,15,Pvt Ltd,1,Tier-3,1581.51,38.31,363.28,10.18,20.21,0.883,1.278,73.8,25,17,1.037,9.71,70.6,8.7,16.8,2.55,stable,1,4,33.27,0,552,1,1,25,8,57.6,17.63,3,0,20,5.12,0.4335,0,0,none
Retail (B2B),5.5,8,Pvt Ltd,1,Metro,22.26,23.73,1.36,3.36,11.35,0.187,1.975,42.2,4,48,16.564,15.89,91.5,4.3,17.8,1.09,stable,0,0,0,0,735,2,3,4,2,85.6,795.07,21,0,28,5.49,0.1111,1,45.37,platform
IT Services,5,24,Public Ltd,1,Tier-2,72.33,32.6,23.58,35.01,3.2,0.576,2.421,50.4,10,4,0.097,2.08,98.7,4.5,7.2,2.61,declining,1,4,32.74,2,468,13,1,10,5,91.8,0.39,32,1,35,6.25,0.6754,0,0,none
Retail (B2B),2.2,73,LLP,1,Tier-3,611.24,2,8.46,-22.93,2.83,2.953,1.456,28.3,11,14,12.102,4.56,75.6,4.5,6.4,0.46,growing,1,1,8.79,0,637,46,1,11,1,72.2,169.43,33,0,28,8.23,0.5102,0,0,none
Retail (B2B),1.3,8,Pvt Ltd,1,Tier-1,103.74,16.74,17.37,38.64,23.9,0.399,0.778,59.4,31,6,21.347,4.51,48.8,2.1,4.1,0.18,stable,0,0,0,0,410,7,1,31,1,80.8,128.08,50,1,28,6.73,0.6634,0,0,none
IT Services,2.8,9,LLP,1,Metro,464.41,18.77,44.69,42.67,5.76,2.022,1.494,26.6,14,32,6.148,3.6,78.1,2.7,14.4,4.15,growing,1,3,6.44,0,708,4,4,14,1,66.6,196.74,49,0,35,5.93,0.2827,1,32.65,platform
Healthcare Supplies,3.2,24,Sole Prop,1,Tier-3,2006.35,12.09,174.15,11,19.1,0.48,0.693,54,29,12,0.714,3.69,85.3,4.6,5.6,0.97,growing,0,0,0,0,480,25,0,29,2,65.6,8.57,10,0,20,9.39,0.3014,1,73.22,platform
Retail (B2B),5.5,33,Pvt Ltd,0,Tier-1,581.93,40.31,198.97,13.68,6.06,1.327,2.379,77,30,65,3.863,7.2,87,3.7,9.1,0.92,growing,1,4,10.31,0,717,67,3,30,2,63.1,251.1,2,1,28,8.08,0.2117,1,52.85,platform
IT Services,12.8,10,LLP,1,Rural,33.69,2,0.46,-15.71,13.19,1.345,1.314,61.5,9,94,0.628,16.16,62.1,8.4,17.1,1.53,stable,0,0,0,0,675,36,2,9,2,68.5,59.03,7,0,35,4.79,0.3386,1,7.97,platform
Construction,0.7,8,Partnership,0,Metro,36.02,20.63,3.84,28.09,10.2,1.658,2.323,48.8,2,52,2.982,6.19,71.1,1.9,26.1,1.85,stable,0,0,0,2,636,12,1,2,6,72.4,155.06,12,0,10,6.44,0.9354,0,0,none
Manufacturing,1.9,1,LLP,1,Tier-1,139.44,35.59,23.89,33.43,23.36,0.425,1.663,29.3,31,9,3.009,7.24,41.6,1.3,4.3,1.16,growing,1,3,16.23,0,489,0,1,31,5,87.7,27.08,4,0,22,5.78,0.4868,0,0,none
Retail (B2B),1.6,5,Partnership,1,Tier-2,337.06,31.16,53.91,23.29,24.07,3.022,3.649,30.7,3,31,4.933,4.53,90.6,9.3,17.7,0.82,growing,1,3,18.03,3,655,64,1,3,6,74,152.92,23,0,28,4.14,0.871,0,0,none
Professional Services,4,3,Partnership,1,Tier-3,981.02,17.44,171.09,-16.79,1.17,0.94,2.277,53.9,11,8,1.932,9.58,56.3,11.5,19.3,1.31,growing,0,0,0,0,688,54,0,11,5,65.4,15.46,60,1,30,5.79,0.3038,1,40.97,platform
Construction,3.3,25,Pvt Ltd,1,Rural,60.4,11.2,3.01,-24.19,28.49,0.649,3.371,47.9,2,7,0.413,8.74,85.3,4.5,7.3,4.04,growing,0,0,0,0,682,11,1,2,4,66.3,2.89,3,1,10,5.39,0.3315,1,4.79,platform
Logistics & Freight,7,9,Partnership,1,Tier-1,91.94,35.09,3.34,3.19,12.38,1.952,2.346,63.2,46,8,4.337,3.13,78.7,4.5,30.5,2.76,growing,1,2,44.1,0,722,96,0,46,3,73.2,34.7,20,0,15,6.79,0.1021,1,24.4,biller
Construction,1.9,8,Partnership,1,Tier-3,127.62,15.75,12.25,9.58,25.86,1.326,1.063,44.1,1,18,1.43,6.73,89.8,17.2,18.6,1.64,growing,0,0,0,0,642,43,4,1,3,85.4,25.74,8,0,10,5.58,0.5529,0,0,none
Wholesale Trade,5,12,LLP,0,Metro,124.09,12.03,9.05,28.3,28.15,0.76,0.9,55.7,6,14,0.43,2.84,66.5,0.1,7.1,1.44,growing,1,4,12.97,0,752,22,0,6,5,78.9,6.02,8,1,18,4.25,0.3762,1,8.45,platform
Logistics & Freight,11.3,4,Sole Prop,1,Tier-3,1471.3,34,260.77,3.19,9.36,0.972,2.761,47,57,14,2.552,4.03,52.5,19.8,22.8,1.29,growing,0,0,0,0,632,53,0,57,4,48.3,35.73,4,2,15,7.49,0.2211,1,86.13,biller
IT Services,12.6,67,Pvt Ltd,1,Tier-2,156.7,25.69,17.91,29.25,31.2,0.138,1.911,58,3,21,6.837,1.71,88.9,9.3,12.2,1.22,growing,1,3,43.26,0,761,85,1,3,5,48.2,143.58,18,0,35,6.19,0.0802,1,21.17,platform
Logistics & Freight,16.4,50,Pvt Ltd,1,Tier-3,224.59,17.78,21.23,30.58,2.88,1.15,0.955,38.9,18,153,5.136,32.38,60.6,14.1,15.1,3.34,declining,0,0,0,0,541,32,2,18,4,91.8,785.81,24,0,15,5.39,0.4401,0,0,none
Retail (B2B),7.9,72,LLP,1,Tier-3,649.42,25.9,45.43,17.47,4.64,0.964,1.524,15.8,15,108,1.951,39.49,89.9,11.8,15,0.27,growing,0,0,0,0,692,3,0,15,5,76.2,210.71,3,1,28,6,0.1302,1,47.73,platform
Wholesale Trade,12.3,25,Partnership,1,Tier-1,1681.64,27.34,459.76,25.38,10.82,0.937,1.452,64.9,1,81,3.197,8.03,82.4,3.2,9.6,1.6,stable,0,0,0,3,334,7,1,1,3,95.3,258.96,37,0,18,8.63,0.8921,0,0,none
Manufacturing,1.8,11,Pvt Ltd,1,Tier-2,172.56,21.36,24.37,-0.32,4.67,0.736,3.106,42.3,31,13,8.387,6.91,56.9,30.4,37.9,0.6,growing,1,2,19.6,0,671,53,1,31,6,87.9,109.03,2,0,22,7.1,0.3593,1,21.44,biller
Professional Services,1.6,71,LLP,1,Tier-3,1056.66,23.84,158.57,-14.83,1,2.207,1.519,72.2,1,9,0.433,4.52,60,8.3,14.3,0.72,stable,1,4,131.85,0,600,47,2,1,3,82.9,3.9,0,0,30,8.68,0.5147,0,0,none
IT Services,0.5,5,LLP,0,Tier-3,2342.28,2,40.42,-3.38,25.26,1.895,2.046,47.1,18,89,4.417,2.05,70.8,9.5,20.2,3.77,growing,0,0,0,0,768,33,2,18,4,70.6,393.11,57,0,35,4.85,0.4328,0,0,none
IT Services,6.6,4,Sole Prop,0,Tier-1,155.33,20.73,32.2,-8.65,10.53,1.691,1.452,45.6,9,6,0.997,2.65,75.7,7.8,8.3,5.11,stable,0,0,0,0,735,40,1,9,4,67.4,5.98,89,0,35,4.34,0.3416,1,11.87,platform
Wholesale Trade,14.4,6,Pvt Ltd,1,Tier-2,82.34,14.32,5.89,32.21,15.78,0.584,1.181,71.6,1,14,3.137,6.65,78.5,11.9,14.8,2.6,stable,0,0,0,0,695,76,2,1,5,43.2,43.92,25,0,18,5.32,0.2576,1,7.79,platform
Wholesale Trade,1.5,21,Partnership,1,Tier-2,3873.42,12.41,325.27,25.25,21.77,0.8,2.972,32,9,53,34.043,9.77,85.2,5.9,6.1,3.12,growing,0,0,0,0,662,47,3,9,5,87,1804.28,5,0,18,6.28,0.2627,1,221.29,biller
Construction,5.6,5,Sole Prop,1,Tier-1,870.89,13.78,96.07,-32.61,25.9,0.143,1.268,36.3,16,16,24.622,3.12,23,6.6,10.2,0.44,stable,0,0,0,0,766,0,1,16,3,79,393.95,34,0,10,8.03,0.5522,0,0,none
IT Services,7.4,10,LLP,1,Rural,184.47,16.04,22.87,11.58,30.52,1.893,2.49,53.8,1,73,2.227,9.46,63.5,16.9,35.5,5.74,stable,0,0,0,0,762,51,1,1,2,81.1,162.57,8,0,35,7.09,0.3381,1,16.53,platform
IT Services,13.6,2,Public Ltd,1,Metro,450.31,18.43,68.57,-27.72,6.27,3.909,3.428,28.1,34,10,8.931,2.38,54.5,4.9,5.1,0.78,declining,0,0,0,0,576,62,2,34,2,34.3,89.31,0,0,35,7.26,0.3424,1,33.33,platform
Manufacturing,5.7,20,Partnership,1,Tier-2,41.97,23.99,8.35,-13.68,30.47,0.256,2.164,80.9,6,15,0.75,5.54,58.6,10.2,27.1,0.24,growing,1,3,29.75,0,721,66,0,6,5,68.7,11.25,64,0,22,5.36,0.2545,1,6.85,platform
Healthcare Supplies,18.1,2,LLP,1,Tier-2,856.78,13.2,56.23,24.64,16.62,2.983,1.247,38.7,4,3,4.148,7.91,63,1.3,13.6,1.62,growing,1,3,38.7,0,705,0,5,4,4,75.9,12.44,8,0,20,6.41,0.3908,1,26.26,platform
Manufacturing,2.6,4,Pvt Ltd,0,Tier-3,14.58,28.22,3.7,-26.49,16.68,3.44,0.855,41.2,26,35,1.741,23.85,90,15.9,17.4,3.37,growing,0,0,0,1,509,7,2,26,3,92.4,60.94,23,0,22,7.88,0.931,0,0,none
Manufacturing,2.7,46,Pvt Ltd,1,Rural,811.51,30.83,143.1,-19.28,12.21,0.656,6,72.2,8,1,5.938,8.62,97.4,9.7,35.4,1.28,declining,0,0,0,0,588,7,1,8,6,41.1,5.94,7,0,22,8.38,0.2484,1,39.83,platform
IT Services,4.4,44,Partnership,1,Tier-3,66,30.71,13.58,-12.48,18.09,8,2.723,46.3,28,6,0.883,2.62,98.1,9.2,18.4,6.61,growing,1,1,6.58,0,689,65,2,28,4,73.4,5.3,9,0,35,8.89,0.2144,1,14.93,biller
Retail (B2B),2.9,18,Public Ltd,1,Tier-3,17.9,33.22,4.48,-23.7,30.44,0.637,2.284,28.5,6,50,3.36,4.28,65.4,3.1,11.5,0.73,growing,1,3,6.07,0,838,23,1,6,4,79.5,168,30,0,28,5.87,0.2342,1,13.67,platform
Manufacturing,0.5,16,Pvt Ltd,0,Tier-3,11,15.18,0.71,-20.4,21.57,0.923,4.8,64.5,13,49,8.351,1.9,67.6,15.1,18.7,2.38,declining,0,0,0,0,738,56,2,13,3,93.6,409.2,47,1,22,6.28,0.4814,0,0,none
Construction,7.1,6,Pvt Ltd,0,Tier-1,93.07,18.75,12.36,6.88,25.99,1.105,3.348,62.3,53,17,0.27,9.82,71,4.9,10.2,4.96,stable,0,0,0,0,710,42,0,53,6,67.3,4.59,18,0,10,5.3,0.2421,1,22.01,biller
Construction,7.5,5,LLP,1,Tier-3,490.57,24.96,92.46,-25.7,6.3,2.055,2.624,22.7,7,12,18.042,4.24,70.3,20.9,27.8,2.2,growing,1,3,8.22,0,772,71,2,7,5,45.9,216.5,15,1,10,6.97,0.3604,1,27.63,platform
FMCG Distribution,7.4,8,Pvt Ltd,0,Tier-1,25.9,16.9,0.55,3.02,10.68,0.689,1.77,31.1,10,9,1.577,3.24,87,11,14.2,2.75,growing,0,0,0,0,685,49,2,10,6,89.4,14.19,14,0,25,6.07,0.204,1,8.04,biller
IT Services,2.6,2,Pvt Ltd,1,Tier-2,32.14,8.1,2.47,8.18,15.83,0.912,1.636,25.2,24,9,0.305,2.78,69.2,1.2,15.4,1.43,growing,1,1,6.6,0,625,18,0,24,3,84.3,2.74,13,0,35,5.64,0.2006,1,11.41,biller
Wholesale Trade,4.2,16,Sole Prop,0,Tier-1,90.75,15.97,5.73,23.04,20.04,0.46,3.594,5,15,52,5.54,2.23,92.1,1.7,2.1,0.68,growing,1,4,9.92,0,719,42,0,15,5,90.3,288.08,32,0,18,8.09,0.1594,1,26.96,biller
Retail (B2B),2.7,12,Sole Prop,1,Tier-1,561.48,41.62,156.16,26.59,18.46,1.477,0.929,87.3,22,3,0.693,2.62,42.2,1.9,9.6,1.67,growing,0,0,0,3,562,83,2,22,6,59.6,2.08,4,1,28,4.76,0.9574,0,0,none
Professional Services,0.6,4,Partnership,0,Tier-2,668.84,13.08,85.93,-19.52,32.98,3.954,2.834,16.8,7,38,0.463,16.19,67.9,16.2,20,3.93,stable,0,0,0,2,458,26,1,7,6,81.3,17.59,2,0,30,7.48,0.9838,0,0,none
Logistics & Freight,4.6,68,LLP,1,Tier-3,220.48,12.48,21.01,-18.48,8.34,1.142,0.668,28.4,8,90,0.513,4.39,71.9,5.3,6.9,0.35,growing,1,2,8.44,0,663,33,2,8,4,81.1,46.17,1,1,15,8.61,0.3584,1,13.18,platform
Construction,1.2,23,Pvt Ltd,1,Tier-3,718.18,15.44,95.37,-19.59,19.66,2.333,0.901,54.9,1,16,3.688,19.88,81.7,2.3,10.7,4.43,stable,0,0,0,3,489,30,1,1,4,93.8,59.01,11,0,10,5.47,0.96,0,0,none
Wholesale Trade,0.9,26,LLP,0,Tier-2,474.69,28.68,119.47,23.82,20.09,1.014,1.666,51.8,23,57,2.953,2.89,68.9,5.1,7.6,3.31,growing,1,2,17.14,3,690,2,0,23,2,37.3,168.32,20,2,18,4.8,0.8934,0,0,none
IT Services,7.5,7,Sole Prop,1,Rural,101.11,26.18,12.63,14.91,10.99,4.513,3.713,58.2,12,32,3.199,12.24,88.6,4.6,9,2.08,stable,0,0,0,0,599,85,1,12,6,73.4,102.37,7,0,35,6.14,0.2927,1,12.83,platform
Wholesale Trade,0.5,12,Partnership,0,Metro,647.63,30.47,67.24,0.94,14.35,1.429,1.732,50.8,12,87,2.073,2.26,93.4,9.1,10.6,4.07,growing,0,0,0,0,822,25,3,12,3,78.9,180.35,3,0,18,8.77,0.2404,1,42.62,platform
Logistics & Freight,16.5,24,LLP,1,Rural,30.03,52.39,11.07,-15.84,8.37,0.578,1.517,75.6,6,276,1.3,12.63,84.1,1.7,5.4,1.28,declining,0,0,0,0,716,32,0,6,4,44.1,358.8,6,0,15,6.73,0.1188,1,23.85,platform
Professional Services,4.1,14,Pvt Ltd,1,Tier-1,358.2,31.85,88.78,11.11,17.95,1.457,1.192,33.4,32,74,6.014,9.97,67.2,0.6,7.3,1.99,growing,0,0,0,0,676,35,6,32,2,74.9,445.04,3,0,30,5.7,0.3247,1,44.49,biller
Professional Services,20.9,70,Pvt Ltd,1,Metro,35.43,32.79,10.18,35.38,1.81,1.137,3.04,80.2,18,1,3.46,4.38,78.1,12.6,15.4,0.88,growing,0,0,0,0,658,68,1,18,5,75.3,3.46,26,0,30,8.09,0.1139,1,11.79,platform
Logistics & Freight,0.8,9,LLP,0,Metro,221.39,56.32,99.15,34.07,31.92,1.116,2.047,36.9,1,3,0.296,1.41,74.6,17.6,17.8,2.15,stable,1,3,12.98,0,460,0,3,1,6,89.1,0.89,2,0,15,8.2,0.7248,0,0,none
IT Services,4.9,6,Pvt Ltd,1,Metro,998.24,27.87,132.73,-21.46,12.56,1.851,1.654,19.7,21,24,1.601,7.84,88.2,0.4,11,1,growing,1,3,27.01,0,828,11,1,21,4,52.4,38.42,50,1,35,5.67,0.0698,1,62.32,platform
Professional Services,2.6,24,Pvt Ltd,1,Tier-2,244.32,17.3,34.66,29.42,7.87,0.389,3.849,37.3,1,4,0.437,5.09,77.8,5.3,9.5,2.74,stable,0,0,0,0,713,80,1,1,7,91.4,1.75,1,0,30,4.71,0.1749,1,11.95,biller
Construction,9.8,3,Partnership,0,Tier-1,178.11,18.37,2.44,-21.73,2.37,1.162,0.82,55.2,6,34,4.592,2.3,69.6,7.2,10.4,1.69,stable,1,1,32.16,0,835,8,1,6,6,81.7,156.13,6,0,10,7.24,0.3002,1,15.64,platform
Wholesale Trade,2.7,33,Pvt Ltd,1,Tier-3,248.75,34.68,79.2,-0.05,11.46,3.195,3.659,70.3,9,20,5.699,12.09,66.4,9.1,12.1,1.86,growing,1,4,43.88,0,603,44,2,9,3,66.5,113.98,16,0,18,6.78,0.5653,0,0,none
IT Services,2,2,LLP,1,Tier-3,458.81,6.98,12.09,-2.4,12.63,3.836,0.833,58.7,15,125,0.4,5.86,80.7,0.1,7.8,3.19,growing,0,0,0,0,847,40,4,15,3,87.7,50,6,0,35,4.44,0.3008,1,22.77,biller
Manufacturing,10.2,24,LLP,1,Tier-2,3596.09,2,26.78,13.33,18.06,0.753,1.192,21.2,16,51,1.483,5.18,75.5,13.8,21,4.18,growing,0,0,0,0,720,5,0,16,3,58.8,75.63,9,1,22,7.53,0.192,1,126.25,platform
IT Services,2.8,5,Partnership,1,Tier-3,451.88,12.15,54.9,-12.05,12.9,0.362,2.497,27.7,10,9,1.354,4.52,77.3,7,10.2,1.53,stable,1,4,179.28,0,739,58,2,10,2,27.5,12.19,27,2,35,7.5,0.1882,1,23.68,platform
IT Services,0.6,20,Partnership,0,Tier-2,89.7,31.84,17.54,10.06,43.96,4.495,2.37,33.7,6,50,3.125,2.31,96.7,2.4,7.3,2.94,stable,1,1,30.28,0,615,59,2,6,5,64.7,156.25,40,0,35,5.29,0.5432,0,0,none
Logistics & Freight,3,33,Partnership,1,Tier-2,135.35,29.11,21.12,-13.62,2.3,0.652,2.218,50.3,13,39,14.063,5.04,53.3,6.1,16.4,3.15,growing,1,1,4.79,2,546,52,0,13,1,46.4,548.46,0,0,15,5.93,0.8983,0,0,none
Retail (B2B),5.8,14,Pvt Ltd,1,Tier-3,51.34,20.08,3.21,11.44,21.14,0.962,1.479,65.5,17,24,1.42,4.1,39.4,11.3,30.3,6.46,stable,0,0,0,0,666,36,0,17,8,80.3,34.08,9,1,28,5.79,0.5955,0,0,none
Manufacturing,2,3,Pvt Ltd,1,Tier-2,31.98,34.83,7.92,-18.35,19.06,0.699,2.913,48.1,5,13,15.856,11.18,56.2,1.4,6.1,0.56,growing,0,0,0,2,665,52,0,5,5,88.9,206.13,8,0,22,4.77,0.8448,0,0,none
IT Services,3.3,4,Pvt Ltd,1,Tier-2,6.02,29.3,1.41,0.05,1.52,1.266,2.396,12.4,13,58,2.392,2.33,74.4,8.4,22,0.22,growing,0,0,0,0,697,63,4,13,4,81.2,138.74,0,0,35,5.23,0.2133,1,14.05,biller
FMCG Distribution,0.8,5,Partnership,0,Metro,94.99,26.13,12.71,8.07,11.74,0.839,3.291,72.1,10,21,0.812,7.71,77.6,6.2,18,1.1,stable,0,0,0,0,645,22,2,10,8,48,17.05,16,0,25,6.17,0.3888,1,7.92,platform
Construction,4.9,1,Sole Prop,1,Tier-3,25.38,21.79,0.35,3,38.49,2.644,1.594,32.4,1,59,2.167,2.22,79.8,18.1,23.6,3.69,growing,0,0,0,0,656,11,5,1,3,70.5,127.85,13,0,10,6.33,0.6009,0,0,none
Retail (B2B),7.6,42,LLP,1,Rural,207.65,32.76,68.03,24.9,9.77,2.367,2.293,70.4,27,19,7.015,4.09,46.6,17.2,27.3,3.88,stable,0,0,0,0,543,4,1,27,4,81.6,133.28,6,0,28,7.19,0.6157,0,0,none
Professional Services,3.2,13,Sole Prop,1,Tier-1,88.83,31.06,14.56,-37.18,35.21,0.475,3.491,38.3,35,17,0.509,5.5,81.2,10.8,13.3,1.85,declining,1,1,7.08,0,761,78,2,35,3,72.2,8.65,32,1,30,4.64,0.1212,1,19.17,biller
Professional Services,3.2,3,Sole Prop,1,Tier-3,39.66,18.72,3.88,11.49,13.89,0.397,4.331,41,14,148,5.553,4.28,90.1,6.7,13.2,0.88,growing,0,0,0,0,614,7,3,14,3,80.1,821.84,4,0,30,6.29,0.1894,1,53.47,biller
Manufacturing,1,60,Pvt Ltd,0,Tier-1,9.54,31.76,1.79,-8.6,15.32,0.539,1.285,52,23,73,0.8,9.19,72.7,4,16.3,3.13,declining,1,1,15.91,0,618,0,2,23,7,40.5,58.4,3,0,22,5.2,0.5155,0,0,none
Wholesale Trade,1.6,5,LLP,1,Tier-1,111.16,14.16,6.28,19.82,11.25,0.798,0.956,63.1,13,39,8.664,3.79,48,5,5.7,5.96,growing,0,0,0,0,713,83,4,13,5,55.9,337.9,12,0,18,6.97,0.5494,0,0,none
Healthcare Supplies,1.3,16,LLP,1,Metro,15.59,24.82,3.55,8.61,5.07,2.148,1.037,88.6,11,102,5.435,7.29,71.3,0.8,6,0.27,declining,1,2,6.89,0,591,5,0,11,4,83.8,554.37,44,0,20,8.17,0.3721,1,30.49,biller
FMCG Distribution,3.8,4,LLP,1,Tier-1,487.18,26.8,102.05,29.76,2.86,1.739,0.916,37,15,17,1.34,4.18,83.6,17.8,20.3,1.27,growing,1,1,14.27,0,693,42,0,15,6,85.9,22.78,14,0,25,5.09,0.2481,1,29.62,biller
Professional Services,4.3,1,Pvt Ltd,0,Rural,259.01,17.98,33.62,3.34,8.93,4.78,6,41.7,13,216,5.638,2.63,56.8,7.5,8.7,1.5,growing,0,0,0,0,803,20,1,13,3,92.6,1217.81,50,0,30,6.7,0.5406,0,0,none
FMCG Distribution,15.4,2,Sole Prop,1,Metro,131.96,23.61,31.16,32.68,22.53,0.79,5.064,27.1,18,85,6.872,12.22,64.2,5.6,12.8,0.95,growing,0,0,0,0,739,21,0,18,3,76.2,584.12,6,0,25,5.76,0.1151,1,47.33,biller
Logistics & Freight,0.9,7,Sole Prop,0,Tier-1,1381.67,29.3,172.32,11.13,20.41,0.565,1.837,28.3,14,3,1.978,13.84,78.5,1.4,6.7,1.45,growing,0,0,0,1,704,68,1,14,5,82.5,5.93,6,2,15,5.57,0.719,0,0,none
IT Services,5.1,32,Pvt Ltd,1,Tier-2,183.78,9.01,15.22,-17.87,11.29,1.316,1.091,41,51,14,1.387,5.24,81.5,0.2,14.7,1.52,growing,1,1,16.34,0,698,16,0,51,6,63.7,19.42,3,0,35,6.05,0.1098,1,27.58,biller
Wholesale Trade,4.2,17,Public Ltd,1,Rural,311.22,24.21,3.77,-8.27,33.79,0.334,1.598,65,14,10,3.388,2.23,86.4,16.8,18.6,0.42,growing,1,3,17.62,0,837,26,2,14,4,63.6,33.88,20,0,18,6,0.1672,1,22.95,platform
Manufacturing,4.1,14,Pvt Ltd,1,Rural,474.59,48.58,175.44,-3.73,6.57,1.449,1.891,33.7,8,20,1.027,3.89,49.3,0.5,2,1.84,stable,0,0,0,0,869,46,4,8,3,75.1,20.54,16,0,22,7.27,0.3066,1,25.44,platform
IT Services,10.8,1,Pvt Ltd,1,Tier-1,87.91,12.08,10.62,10.29,19.58,0.844,0.735,64.7,1,87,5.684,4.15,79,7.5,7.9,1.52,stable,1,3,15.31,0,643,0,1,1,5,83.9,494.51,7,0,35,7.41,0.1936,1,31.03,platform
Logistics & Freight,1.7,49,Partnership,1,Tier-1,88.61,34.36,10.28,26,1.92,6.443,1.791,37.4,20,9,8.107,7.46,73.8,0.1,2.1,2.79,growing,0,0,0,2,591,38,3,20,7,76.4,72.96,5,1,15,6.06,0.8998,0,0,none
Logistics & Freight,0.7,15,Pvt Ltd,0,Tier-3,192.1,20.85,40.05,20.22,18.02,1.138,2.2,67.2,2,27,2.978,15.72,75.3,8.2,10.8,6.95,growing,0,0,0,1,672,44,1,2,4,67.3,80.41,2,1,15,6.66,0.8735,0,0,none
Healthcare Supplies,6.1,10,LLP,1,Tier-2,27.52,36.2,2.53,21.29,20.15,6.796,1.158,5,12,137,1.275,18.49,83.2,4.8,26.8,1.63,stable,1,2,8.14,0,708,0,1,12,2,62,174.68,12,1,20,7.36,0.3289,1,13.92,platform
Retail (B2B),2.6,42,Partnership,1,Tier-3,2207.11,13.32,293.99,-6.93,13.03,1.902,1.535,32.3,1,10,3.323,3.28,76.6,4.2,15.4,2.13,growing,0,0,0,0,795,53,3,1,3,82.1,33.23,6,0,28,5.6,0.2914,1,88.7,platform
Logistics & Freight,0.6,48,Partnership,0,Rural,227.03,22.07,24.29,25.65,15.45,2.451,2.51,65.3,18,8,0.579,7.24,97.1,17.7,23.7,1.61,growing,0,0,0,0,734,91,3,18,2,85.9,4.63,4,0,15,5.95,0.4199,0,0,none
Wholesale Trade,1.9,43,Sole Prop,0,Metro,136.82,48.53,27.55,10.08,10.23,1.892,1.81,54.2,3,17,3.167,9.75,87.3,20.1,22.3,0.3,growing,1,2,4.24,0,745,45,1,3,3,57.6,53.84,32,0,18,8.17,0.3718,1,9.86,platform
IT Services,2.4,9,Pvt Ltd,0,Metro,3360.14,19.92,311.99,23.89,24.31,0.393,1.197,42.5,7,2,15.941,5.24,94.6,3,11.2,0.9,stable,1,3,6.83,0,583,16,2,7,5,87.4,31.88,49,0,35,7.01,0.3292,1,112.05,biller
Healthcare Supplies,5.3,4,Sole Prop,1,Tier-2,38.78,29.6,6.98,-21.55,23.75,4.038,1.784,51.2,19,7,4.506,5.85,84,5.4,8.7,5.01,stable,1,2,9.41,0,696,14,2,19,3,81.5,31.54,35,0,20,7.93,0.2667,1,10.51,biller
Construction,1.4,36,Sole Prop,0,Tier-1,1557.15,29.13,254.92,17.05,19.38,2.532,3.635,54.1,13,8,0.607,12.97,95.1,2.8,13.6,2.35,stable,1,1,4.57,0,863,73,1,13,5,69.1,4.86,2,0,10,6.86,0.2594,1,68.91,platform
Professional Services,3.2,2,Partnership,1,Tier-3,566.01,2,6.64,-4.22,22,1.436,3.673,44.3,4,2,6.213,2.76,46.4,0.3,0.6,0.79,declining,1,2,7.33,3,453,72,3,4,4,30.3,12.43,16,0,30,6.87,0.9629,0,0,none
Retail (B2B),3.8,103,Public Ltd,1,Metro,865.96,27.35,160.82,-17.31,20.53,0.442,1.014,39,6,17,0.887,6.41,64.3,15.2,21.4,0.26,stable,1,4,8.84,0,589,54,3,6,2,71.3,15.08,17,0,28,7.96,0.5269,0,0,none
